Comunidad Autónoma y Provincia	Tipo de indicador	años	Total
Valladolid	JORNADAS NO TRABAJADAS (miles)	1999	2,7
Valladolid	JORNADAS NO TRABAJADAS (miles)	1998	1,4
Valladolid	JORNADAS NO TRABAJADAS (miles)	1997	0,2
Valladolid	JORNADAS NO TRABAJADAS (miles)	1996	1,3
Valladolid	JORNADAS NO TRABAJADAS (miles)	1995	1,0
Valladolid	JORNADAS NO TRABAJADAS (miles)	1994	0,6
Valladolid	JORNADAS NO TRABAJADAS (miles)	1993	2,8
Valladolid	JORNADAS NO TRABAJADAS (miles)	1992	0,6
Valladolid	JORNADAS NO TRABAJADAS (miles)	1991	394,9
Zamora	HUELGAS DESARROLLADAS	2001	1,0
Zamora	HUELGAS DESARROLLADAS	2000	..
Zamora	HUELGAS DESARROLLADAS	1999	1,0
Zamora	HUELGAS DESARROLLADAS	1998	2,0
Zamora	HUELGAS DESARROLLADAS	1997	1,0
Zamora	HUELGAS DESARROLLADAS	1996	4,0
Zamora	HUELGAS DESARROLLADAS	1995	..
Zamora	HUELGAS DESARROLLADAS	1994	4,0
Zamora	HUELGAS DESARROLLADAS	1993	2,0
Zamora	HUELGAS DESARROLLADAS	1992	7,0
Zamora	HUELGAS DESARROLLADAS	1991	10,0
Zamora	CENTROS DE TRABAJO CONVOCADOS	2001	1,0
Zamora	CENTROS DE TRABAJO CONVOCADOS	2000	..
Zamora	CENTROS DE TRABAJO CONVOCADOS	1999	1,0
Zamora	CENTROS DE TRABAJO CONVOCADOS	1998	2,0
Zamora	CENTROS DE TRABAJO CONVOCADOS	1997	1,0
Zamora	CENTROS DE TRABAJO CONVOCADOS	1996	4,0
Zamora	CENTROS DE TRABAJO CONVOCADOS	1995	..
Zamora	CENTROS DE TRABAJO CONVOCADOS	1994	12,0
Zamora	CENTROS DE TRABAJO CONVOCADOS	1993	2,0
Zamora	CENTROS DE TRABAJO CONVOCADOS	1992	16,0
Zamora	CENTROS DE TRABAJO CONVOCADOS	1991	587,0
Zamora	TRABAJADORES PARTICIPANTES (miles)	2001	..
Zamora	TRABAJADORES PARTICIPANTES (miles)	2000	..
Zamora	TRABAJADORES PARTICIPANTES (miles)	1999	..
Zamora	TRABAJADORES PARTICIPANTES (miles)	1998	..
Zamora	TRABAJADORES PARTICIPANTES (miles)	1997	..
Zamora	TRABAJADORES PARTICIPANTES (miles)	1996	0,5
Zamora	TRABAJADORES PARTICIPANTES (miles)	1995	..
Zamora	TRABAJADORES PARTICIPANTES (miles)	1994	0,3
Zamora	TRABAJADORES PARTICIPANTES (miles)	1993	0,8
Zamora	TRABAJADORES PARTICIPANTES (miles)	1992	0,3
Zamora	TRABAJADORES PARTICIPANTES (miles)	1991	2,4
Zamora	JORNADAS NO TRABAJADAS (miles)	2001	0,1
Zamora	JORNADAS NO TRABAJADAS (miles)	2000	..
Zamora	JORNADAS NO TRABAJADAS (miles)	1999	..
Zamora	JORNADAS NO TRABAJADAS (miles)	1998	..
Zamora	JORNADAS NO TRABAJADAS (miles)	1997	..
Zamora	JORNADAS NO TRABAJADAS (miles)	1996	2,8
Zamora	JORNADAS NO TRABAJADAS (miles)	1995	..
Zamora	JORNADAS NO TRABAJADAS (miles)	1994	1,0
Zamora	JORNADAS NO TRABAJADAS (miles)	1993	0,6
Zamora	JORNADAS NO TRABAJADAS (miles)	1992	1,4
Zamora	JORNADAS NO TRABAJADAS (miles)	1991	5,7
Castilla-La mancha	HUELGAS DESARROLLADAS	2001	16,0
Castilla-La mancha	HUELGAS DESARROLLADAS	2000	13,0
Castilla-La mancha	HUELGAS DESARROLLADAS	1999	19,0
Castilla-La mancha	HUELGAS DESARROLLADAS	1998	8,0
Castilla-La mancha	HUELGAS DESARROLLADAS	1997	7,0
Castilla-La mancha	HUELGAS DESARROLLADAS	1996	17,0
Castilla-La mancha	HUELGAS DESARROLLADAS	1995	24,0
Castilla-La mancha	HUELGAS DESARROLLADAS	1994	20,0
Castilla-La mancha	HUELGAS DESARROLLADAS	1993	21,0
Castilla-La mancha	HUELGAS DESARROLLADAS	1992	22,0
Castilla-La mancha	HUELGAS DESARROLLADAS	1991	48,0
Castilla-La mancha	CENTROS DE TRABAJO CONVOCADOS	2001	21,0
Castilla-La mancha	CENTROS DE TRABAJO CONVOCADOS	2000	1.068,0
Castilla-La mancha	CENTROS DE TRABAJO CONVOCADOS	1999	21,0
Castilla-La mancha	CENTROS DE TRABAJO CONVOCADOS	1998	8,0
Castilla-La mancha	CENTROS DE TRABAJO CONVOCADOS	1997	22,0
Castilla-La mancha	CENTROS DE TRABAJO CONVOCADOS	1996	18,0
Castilla-La mancha	CENTROS DE TRABAJO CONVOCADOS	1995	396,0
Castilla-La mancha	CENTROS DE TRABAJO CONVOCADOS	1994	539,0
Castilla-La mancha	CENTROS DE TRABAJO CONVOCADOS	1993	870,0
Castilla-La mancha	CENTROS DE TRABAJO CONVOCADOS	1992	1.095,0
Castilla-La mancha	CENTROS DE TRABAJO CONVOCADOS	1991	7.676,0
Castilla-La mancha	TRABAJADORES PARTICIPANTES (miles)	2001	2,6
Castilla-La mancha	TRABAJADORES PARTICIPANTES (miles)	2000	4,0
Castilla-La mancha	TRABAJADORES PARTICIPANTES (miles)	1999	3,3
Castilla-La mancha	TRABAJADORES PARTICIPANTES (miles)	1998	2,0
Castilla-La mancha	TRABAJADORES PARTICIPANTES (miles)	1997	0,3
Castilla-La mancha	TRABAJADORES PARTICIPANTES (miles)	1996	0,9
Castilla-La mancha	TRABAJADORES PARTICIPANTES (miles)	1995	4,6
Castilla-La mancha	TRABAJADORES PARTICIPANTES (miles)	1994	2,7
Castilla-La mancha	TRABAJADORES PARTICIPANTES (miles)	1993	4,5
Castilla-La mancha	TRABAJADORES PARTICIPANTES (miles)	1992	1,8
Castilla-La mancha	TRABAJADORES PARTICIPANTES (miles)	1991	23,9
Castilla-La mancha	JORNADAS NO TRABAJADAS (miles)	2001	3,5
Castilla-La mancha	JORNADAS NO TRABAJADAS (miles)	2000	8,4
Castilla-La mancha	JORNADAS NO TRABAJADAS (miles)	1999	4,9
Castilla-La mancha	JORNADAS NO TRABAJADAS (miles)	1998	5,6
Castilla-La mancha	JORNADAS NO TRABAJADAS (miles)	1997	0,4
Castilla-La mancha	JORNADAS NO TRABAJADAS (miles)	1996	1,7
Castilla-La mancha	JORNADAS NO TRABAJADAS (miles)	1995	7,1
Castilla-La mancha	JORNADAS NO TRABAJADAS (miles)	1994	7,9
Castilla-La mancha	JORNADAS NO TRABAJADAS (miles)	1993	19,9
Castilla-La mancha	JORNADAS NO TRABAJADAS (miles)	1992	10,2
Castilla-La mancha	JORNADAS NO TRABAJADAS (miles)	1991	61,3
Albacete	HUELGAS DESARROLLADAS	2001	2,0
Albacete	HUELGAS DESARROLLADAS	2000	2,0
Albacete	HUELGAS DESARROLLADAS	1999	3,0
Albacete	HUELGAS DESARROLLADAS	1998	..
Albacete	HUELGAS DESARROLLADAS	1997	1,0
Albacete	HUELGAS DESARROLLADAS	1996	2,0
Albacete	HUELGAS DESARROLLADAS	1995	2,0
Albacete	HUELGAS DESARROLLADAS	1994	7,0
Albacete	HUELGAS DESARROLLADAS	1993	..
Albacete	HUELGAS DESARROLLADAS	1992	5,0
Albacete	HUELGAS DESARROLLADAS	1991	9,0
Albacete	CENTROS DE TRABAJO CONVOCADOS	2001	2,0
Albacete	CENTROS DE TRABAJO CONVOCADOS	2000	451,0
Albacete	CENTROS DE TRABAJO CONVOCADOS	1999	3,0
Albacete	CENTROS DE TRABAJO CONVOCADOS	1998	..
Albacete	CENTROS DE TRABAJO CONVOCADOS	1997	11,0
Albacete	CENTROS DE TRABAJO CONVOCADOS	1996	2,0
Albacete	CENTROS DE TRABAJO CONVOCADOS	1995	6,0
Albacete	CENTROS DE TRABAJO CONVOCADOS	1994	506,0
Albacete	CENTROS DE TRABAJO CONVOCADOS	1993	..
Albacete	CENTROS DE TRABAJO CONVOCADOS	1992	1.036,0
Albacete	CENTROS DE TRABAJO CONVOCADOS	1991	11,0
Albacete	TRABAJADORES PARTICIPANTES (miles)	2001	0,2
Albacete	TRABAJADORES PARTICIPANTES (miles)	2000	0,7
Albacete	TRABAJADORES PARTICIPANTES (miles)	1999	..
Albacete	TRABAJADORES PARTICIPANTES (miles)	1998	..
Albacete	TRABAJADORES PARTICIPANTES (miles)	1997	0,2
Albacete	TRABAJADORES PARTICIPANTES (miles)	1996	..
Albacete	TRABAJADORES PARTICIPANTES (miles)	1995	0,1
Albacete	TRABAJADORES PARTICIPANTES (miles)	1994	2,2
Albacete	TRABAJADORES PARTICIPANTES (miles)	1993	4,0
Albacete	TRABAJADORES PARTICIPANTES (miles)	1992	0,8
Albacete	TRABAJADORES PARTICIPANTES (miles)	1991	1,5
Albacete	JORNADAS NO TRABAJADAS (miles)	2001	0,5
Albacete	JORNADAS NO TRABAJADAS (miles)	2000	0,7
Albacete	JORNADAS NO TRABAJADAS (miles)	1999	0,1
Albacete	JORNADAS NO TRABAJADAS (miles)	1998	..
Albacete	JORNADAS NO TRABAJADAS (miles)	1997	0,2
Albacete	JORNADAS NO TRABAJADAS (miles)	1996	0,2
Albacete	JORNADAS NO TRABAJADAS (miles)	1995	1,2
Albacete	JORNADAS NO TRABAJADAS (miles)	1994	3,9
Albacete	JORNADAS NO TRABAJADAS (miles)	1993	..
Albacete	JORNADAS NO TRABAJADAS (miles)	1992	2,4
Albacete	JORNADAS NO TRABAJADAS (miles)	1991	1,2
Ciudad Real	HUELGAS DESARROLLADAS	2001	3,0
Ciudad Real	HUELGAS DESARROLLADAS	2000	3,0
Ciudad Real	HUELGAS DESARROLLADAS	1999	4,0
Ciudad Real	HUELGAS DESARROLLADAS	1998	3,0
Ciudad Real	HUELGAS DESARROLLADAS	1997	2,0
Ciudad Real	HUELGAS DESARROLLADAS	1996	3,0
Ciudad Real	HUELGAS DESARROLLADAS	1995	6,0
Ciudad Real	HUELGAS DESARROLLADAS	1994	4,0
Ciudad Real	HUELGAS DESARROLLADAS	1993	4,0
Ciudad Real	HUELGAS DESARROLLADAS	1992	1,0
Ciudad Real	HUELGAS DESARROLLADAS	1991	11,0
Ciudad Real	CENTROS DE TRABAJO CONVOCADOS	2001	8,0
Ciudad Real	CENTROS DE TRABAJO CONVOCADOS	2000	3,0
Ciudad Real	CENTROS DE TRABAJO CONVOCADOS	1999	4,0
Ciudad Real	CENTROS DE TRABAJO CONVOCADOS	1998	3,0
Ciudad Real	CENTROS DE TRABAJO CONVOCADOS	1997	2,0
Ciudad Real	CENTROS DE TRABAJO CONVOCADOS	1996	3,0
Ciudad Real	CENTROS DE TRABAJO CONVOCADOS	1995	6,0
Ciudad Real	CENTROS DE TRABAJO CONVOCADOS	1994	5,0
Ciudad Real	CENTROS DE TRABAJO CONVOCADOS	1993	146,0
Ciudad Real	CENTROS DE TRABAJO CONVOCADOS	1992	1,0
Ciudad Real	CENTROS DE TRABAJO CONVOCADOS	1991	5.534,0
Ciudad Real	TRABAJADORES PARTICIPANTES (miles)	2001	1,4
Ciudad Real	TRABAJADORES PARTICIPANTES (miles)	2000	1,0
Ciudad Real	TRABAJADORES PARTICIPANTES (miles)	1999	0,1
Ciudad Real	TRABAJADORES PARTICIPANTES (miles)	1998	0,1
Ciudad Real	TRABAJADORES PARTICIPANTES (miles)	1997	..
Ciudad Real	TRABAJADORES PARTICIPANTES (miles)	1996	0,1
Ciudad Real	TRABAJADORES PARTICIPANTES (miles)	1995	0,6
Ciudad Real	TRABAJADORES PARTICIPANTES (miles)	1994	0,1
Ciudad Real	TRABAJADORES PARTICIPANTES (miles)	1993	0,1
Ciudad Real	TRABAJADORES PARTICIPANTES (miles)	1992	0,1
Ciudad Real	TRABAJADORES PARTICIPANTES (miles)	1991	12,2
Ciudad Real	JORNADAS NO TRABAJADAS (miles)	2001	1,4
Ciudad Real	JORNADAS NO TRABAJADAS (miles)	2000	3,2
Ciudad Real	JORNADAS NO TRABAJADAS (miles)	1999	0,8
Ciudad Real	JORNADAS NO TRABAJADAS (miles)	1998	0,8
Ciudad Real	JORNADAS NO TRABAJADAS (miles)	1997	0,1
Ciudad Real	JORNADAS NO TRABAJADAS (miles)	1996	..
Ciudad Real	JORNADAS NO TRABAJADAS (miles)	1995	1,0
Ciudad Real	JORNADAS NO TRABAJADAS (miles)	1994	1,7
Ciudad Real	JORNADAS NO TRABAJADAS (miles)	1993	1,2
Ciudad Real	JORNADAS NO TRABAJADAS (miles)	1992	0,1
Ciudad Real	JORNADAS NO TRABAJADAS (miles)	1991	34,1
Cuenca	HUELGAS DESARROLLADAS	2001	..
Cuenca	HUELGAS DESARROLLADAS	2000	..
Cuenca	HUELGAS DESARROLLADAS	1999	..
Cuenca	HUELGAS DESARROLLADAS	1998	..
Cuenca	HUELGAS DESARROLLADAS	1997	..
Cuenca	HUELGAS DESARROLLADAS	1996	..
Cuenca	HUELGAS DESARROLLADAS	1995	..
Cuenca	HUELGAS DESARROLLADAS	1994	1,0
Cuenca	HUELGAS DESARROLLADAS	1993	..
Cuenca	HUELGAS DESARROLLADAS	1992	3,0
Cuenca	HUELGAS DESARROLLADAS	1991	..
Cuenca	CENTROS DE TRABAJO CONVOCADOS	2001	..
Cuenca	CENTROS DE TRABAJO CONVOCADOS	2000	..
Cuenca	CENTROS DE TRABAJO CONVOCADOS	1999	..
Cuenca	CENTROS DE TRABAJO CONVOCADOS	1998	..
Cuenca	CENTROS DE TRABAJO CONVOCADOS	1997	..
Cuenca	CENTROS DE TRABAJO CONVOCADOS	1996	..
Cuenca	CENTROS DE TRABAJO CONVOCADOS	1995	..
Cuenca	CENTROS DE TRABAJO CONVOCADOS	1994	1,0
Cuenca	CENTROS DE TRABAJO CONVOCADOS	1993	..
Cuenca	CENTROS DE TRABAJO CONVOCADOS	1992	3,0
Cuenca	CENTROS DE TRABAJO CONVOCADOS	1991	..
Cuenca	TRABAJADORES PARTICIPANTES (miles)	2001	..
Cuenca	TRABAJADORES PARTICIPANTES (miles)	2000	..
Cuenca	TRABAJADORES PARTICIPANTES (miles)	1999	..
Cuenca	TRABAJADORES PARTICIPANTES (miles)	1998	..
Cuenca	TRABAJADORES PARTICIPANTES (miles)	1997	..
Cuenca	TRABAJADORES PARTICIPANTES (miles)	1996	..
Cuenca	TRABAJADORES PARTICIPANTES (miles)	1995	..
Cuenca	TRABAJADORES PARTICIPANTES (miles)	1994	..
Cuenca	TRABAJADORES PARTICIPANTES (miles)	1993	..
Cuenca	TRABAJADORES PARTICIPANTES (miles)	1992	0,2
Cuenca	TRABAJADORES PARTICIPANTES (miles)	1991	..
Cuenca	JORNADAS NO TRABAJADAS (miles)	2001	..
Cuenca	JORNADAS NO TRABAJADAS (miles)	2000	..
Cuenca	JORNADAS NO TRABAJADAS (miles)	1999	..
Cuenca	JORNADAS NO TRABAJADAS (miles)	1998	..
Cuenca	JORNADAS NO TRABAJADAS (miles)	1997	..
Cuenca	JORNADAS NO TRABAJADAS (miles)	1996	..
Cuenca	JORNADAS NO TRABAJADAS (miles)	1995	..
Cuenca	JORNADAS NO TRABAJADAS (miles)	1994	0,1
Cuenca	JORNADAS NO TRABAJADAS (miles)	1993	..
Cuenca	JORNADAS NO TRABAJADAS (miles)	1992	0,4
Cuenca	JORNADAS NO TRABAJADAS (miles)	1991	..
Guadalajara	HUELGAS DESARROLLADAS	2001	6,0
Guadalajara	HUELGAS DESARROLLADAS	2000	3,0
Guadalajara	HUELGAS DESARROLLADAS	1999	7,0
Guadalajara	HUELGAS DESARROLLADAS	1998	3,0
Guadalajara	HUELGAS DESARROLLADAS	1997	1,0
Guadalajara	HUELGAS DESARROLLADAS	1996	..
Guadalajara	HUELGAS DESARROLLADAS	1995	1,0
Guadalajara	HUELGAS DESARROLLADAS	1994	1,0
Guadalajara	HUELGAS DESARROLLADAS	1993	11,0
Guadalajara	HUELGAS DESARROLLADAS	1992	7,0
Guadalajara	HUELGAS DESARROLLADAS	1991	11,0
Guadalajara	CENTROS DE TRABAJO CONVOCADOS	2001	6,0
Guadalajara	CENTROS DE TRABAJO CONVOCADOS	2000	3,0
Guadalajara	CENTROS DE TRABAJO CONVOCADOS	1999	7,0
Guadalajara	CENTROS DE TRABAJO CONVOCADOS	1998	3,0
Guadalajara	CENTROS DE TRABAJO CONVOCADOS	1997	1,0
Guadalajara	CENTROS DE TRABAJO CONVOCADOS	1996	..
Guadalajara	CENTROS DE TRABAJO CONVOCADOS	1995	1,0
Guadalajara	CENTROS DE TRABAJO CONVOCADOS	1994	20,0
Guadalajara	CENTROS DE TRABAJO CONVOCADOS	1993	117,0
Guadalajara	CENTROS DE TRABAJO CONVOCADOS	1992	49,0
Guadalajara	CENTROS DE TRABAJO CONVOCADOS	1991	21,0
Guadalajara	TRABAJADORES PARTICIPANTES (miles)	2001	0,7
Guadalajara	TRABAJADORES PARTICIPANTES (miles)	2000	0,1
Guadalajara	TRABAJADORES PARTICIPANTES (miles)	1999	2,8
Guadalajara	TRABAJADORES PARTICIPANTES (miles)	1998	1,8
Guadalajara	TRABAJADORES PARTICIPANTES (miles)	1997	..
Guadalajara	TRABAJADORES PARTICIPANTES (miles)	1996	..
Guadalajara	TRABAJADORES PARTICIPANTES (miles)	1995	0,1
Guadalajara	TRABAJADORES PARTICIPANTES (miles)	1994	0,1
Guadalajara	TRABAJADORES PARTICIPANTES (miles)	1993	0,1
Guadalajara	TRABAJADORES PARTICIPANTES (miles)	1992	0,4
Guadalajara	TRABAJADORES PARTICIPANTES (miles)	1991	2,0
Guadalajara	JORNADAS NO TRABAJADAS (miles)	2001	1,0
Guadalajara	JORNADAS NO TRABAJADAS (miles)	2000	0,5
Guadalajara	JORNADAS NO TRABAJADAS (miles)	1999	3,5
Guadalajara	JORNADAS NO TRABAJADAS (miles)	1998	4,2
Guadalajara	JORNADAS NO TRABAJADAS (miles)	1997	..
Guadalajara	JORNADAS NO TRABAJADAS (miles)	1996	..
Guadalajara	JORNADAS NO TRABAJADAS (miles)	1995	0,1
Guadalajara	JORNADAS NO TRABAJADAS (miles)	1994	..
Guadalajara	JORNADAS NO TRABAJADAS (miles)	1993	15,5
Guadalajara	JORNADAS NO TRABAJADAS (miles)	1992	3,6
Guadalajara	JORNADAS NO TRABAJADAS (miles)	1991	3,1
Toledo	HUELGAS DESARROLLADAS	2001	5,0
Toledo	HUELGAS DESARROLLADAS	2000	5,0
Toledo	HUELGAS DESARROLLADAS	1999	5,0
Toledo	HUELGAS DESARROLLADAS	1998	2,0
Toledo	HUELGAS DESARROLLADAS	1997	3,0
Toledo	HUELGAS DESARROLLADAS	1996	12,0
Toledo	HUELGAS DESARROLLADAS	1995	15,0
Toledo	HUELGAS DESARROLLADAS	1994	7,0
Toledo	HUELGAS DESARROLLADAS	1993	6,0
Toledo	HUELGAS DESARROLLADAS	1992	6,0
Toledo	HUELGAS DESARROLLADAS	1991	17,0
Toledo	CENTROS DE TRABAJO CONVOCADOS	2001	5,0
Toledo	CENTROS DE TRABAJO CONVOCADOS	2000	611,0
Toledo	CENTROS DE TRABAJO CONVOCADOS	1999	7,0
Toledo	CENTROS DE TRABAJO CONVOCADOS	1998	2,0
Toledo	CENTROS DE TRABAJO CONVOCADOS	1997	8,0
Toledo	CENTROS DE TRABAJO CONVOCADOS	1996	13,0
Toledo	CENTROS DE TRABAJO CONVOCADOS	1995	383,0
Toledo	CENTROS DE TRABAJO CONVOCADOS	1994	7,0
Toledo	CENTROS DE TRABAJO CONVOCADOS	1993	607,0
Toledo	CENTROS DE TRABAJO CONVOCADOS	1992	6,0
Toledo	CENTROS DE TRABAJO CONVOCADOS	1991	2.110,0
Toledo	TRABAJADORES PARTICIPANTES (miles)	2001	0,3
Toledo	TRABAJADORES PARTICIPANTES (miles)	2000	2,2
Toledo	TRABAJADORES PARTICIPANTES (miles)	1999	0,4
Toledo	TRABAJADORES PARTICIPANTES (miles)	1998	0,1
Toledo	TRABAJADORES PARTICIPANTES (miles)	1997	0,1
Toledo	TRABAJADORES PARTICIPANTES (miles)	1996	0,7
Toledo	TRABAJADORES PARTICIPANTES (miles)	1995	3,9
Toledo	TRABAJADORES PARTICIPANTES (miles)	1994	0,3
Toledo	TRABAJADORES PARTICIPANTES (miles)	1993	0,3
Toledo	TRABAJADORES PARTICIPANTES (miles)	1992	0,3
Toledo	TRABAJADORES PARTICIPANTES (miles)	1991	8,3
Toledo	JORNADAS NO TRABAJADAS (miles)	2001	0,7
Toledo	JORNADAS NO TRABAJADAS (miles)	2000	4,0
Toledo	JORNADAS NO TRABAJADAS (miles)	1999	0,5
Toledo	JORNADAS NO TRABAJADAS (miles)	1998	0,6
Toledo	JORNADAS NO TRABAJADAS (miles)	1997	0,1
Toledo	JORNADAS NO TRABAJADAS (miles)	1996	1,5
Toledo	JORNADAS NO TRABAJADAS (miles)	1995	4,9
Toledo	JORNADAS NO TRABAJADAS (miles)	1994	2,1
Toledo	JORNADAS NO TRABAJADAS (miles)	1993	3,2
Toledo	JORNADAS NO TRABAJADAS (miles)	1992	3,8
Toledo	JORNADAS NO TRABAJADAS (miles)	1991	23,0
Cataluña	HUELGAS DESARROLLADAS	2001	105,0
Cataluña	HUELGAS DESARROLLADAS	2000	65,0
Cataluña	HUELGAS DESARROLLADAS	1999	58,0
Cataluña	HUELGAS DESARROLLADAS	1998	53,0
Cataluña	HUELGAS DESARROLLADAS	1997	78,0
Cataluña	HUELGAS DESARROLLADAS	1996	56,0
Cataluña	HUELGAS DESARROLLADAS	1995	90,0
Cataluña	HUELGAS DESARROLLADAS	1994	75,0
Cataluña	HUELGAS DESARROLLADAS	1993	106,0
Cataluña	HUELGAS DESARROLLADAS	1992	118,0
Cataluña	HUELGAS DESARROLLADAS	1991	113,0
Cataluña	CENTROS DE TRABAJO CONVOCADOS	2001	250.084,0
Cataluña	CENTROS DE TRABAJO CONVOCADOS	2000	58.599,0
Cataluña	CENTROS DE TRABAJO CONVOCADOS	1999	2.548,0
Cataluña	CENTROS DE TRABAJO CONVOCADOS	1998	24.164,0
Cataluña	CENTROS DE TRABAJO CONVOCADOS	1997	35.671,0
Cataluña	CENTROS DE TRABAJO CONVOCADOS	1996	1.801,0
Cataluña	CENTROS DE TRABAJO CONVOCADOS	1995	4.108,0
Cataluña	CENTROS DE TRABAJO CONVOCADOS	1994	184,0
Cataluña	CENTROS DE TRABAJO CONVOCADOS	1993	1.477,0
Cataluña	CENTROS DE TRABAJO CONVOCADOS	1992	17.235,0
Cataluña	CENTROS DE TRABAJO CONVOCADOS	1991	13.189,0
Cataluña	TRABAJADORES PARTICIPANTES (miles)	2001	106,0
Cataluña	TRABAJADORES PARTICIPANTES (miles)	2000	42,7
Cataluña	TRABAJADORES PARTICIPANTES (miles)	1999	25,2
Cataluña	TRABAJADORES PARTICIPANTES (miles)	1998	62,2
Cataluña	TRABAJADORES PARTICIPANTES (miles)	1997	52,8
Cataluña	TRABAJADORES PARTICIPANTES (miles)	1996	36,0
Cataluña	TRABAJADORES PARTICIPANTES (miles)	1995	52,6
Cataluña	TRABAJADORES PARTICIPANTES (miles)	1994	42,4
Cataluña	TRABAJADORES PARTICIPANTES (miles)	1993	63,0
Cataluña	TRABAJADORES PARTICIPANTES (miles)	1992	71,0
Cataluña	TRABAJADORES PARTICIPANTES (miles)	1991	216,9
Cataluña	JORNADAS NO TRABAJADAS (miles)	2001	160,0
Cataluña	JORNADAS NO TRABAJADAS (miles)	2000	138,4
Cataluña	JORNADAS NO TRABAJADAS (miles)	1999	46,3
Cataluña	JORNADAS NO TRABAJADAS (miles)	1998	144,7
Cataluña	JORNADAS NO TRABAJADAS (miles)	1997	119,4
Cataluña	JORNADAS NO TRABAJADAS (miles)	1996	141,3
Cataluña	JORNADAS NO TRABAJADAS (miles)	1995	117,8
Cataluña	JORNADAS NO TRABAJADAS (miles)	1994	163,9
Cataluña	JORNADAS NO TRABAJADAS (miles)	1993	153,0
Cataluña	JORNADAS NO TRABAJADAS (miles)	1992	200,4
Cataluña	JORNADAS NO TRABAJADAS (miles)	1991	353,7
Barcelona	HUELGAS DESARROLLADAS	2001	86,0
Barcelona	HUELGAS DESARROLLADAS	2000	44,0
Barcelona	HUELGAS DESARROLLADAS	1999	36,0
Barcelona	HUELGAS DESARROLLADAS	1998	37,0
Barcelona	HUELGAS DESARROLLADAS	1997	66,0
Barcelona	HUELGAS DESARROLLADAS	1996	41,0
Barcelona	HUELGAS DESARROLLADAS	1995	69,0
Barcelona	HUELGAS DESARROLLADAS	1994	61,0
Barcelona	HUELGAS DESARROLLADAS	1993	83,0
Barcelona	HUELGAS DESARROLLADAS	1992	86,0
Barcelona	HUELGAS DESARROLLADAS	1991	66,0
Barcelona	CENTROS DE TRABAJO CONVOCADOS	2001	406,0
Barcelona	CENTROS DE TRABAJO CONVOCADOS	2000	44,0
Barcelona	CENTROS DE TRABAJO CONVOCADOS	1999	641,0
Barcelona	CENTROS DE TRABAJO CONVOCADOS	1998	102,0
Barcelona	CENTROS DE TRABAJO CONVOCADOS	1997	11.894,0
Barcelona	CENTROS DE TRABAJO CONVOCADOS	1996	1.391,0
Barcelona	CENTROS DE TRABAJO CONVOCADOS	1995	1.078,0
Barcelona	CENTROS DE TRABAJO CONVOCADOS	1994	64,0
Barcelona	CENTROS DE TRABAJO CONVOCADOS	1993	161,0
Barcelona	CENTROS DE TRABAJO CONVOCADOS	1992	13.190,0
Barcelona	CENTROS DE TRABAJO CONVOCADOS	1991	4.629,0
Barcelona	TRABAJADORES PARTICIPANTES (miles)	2001	53,0
Barcelona	TRABAJADORES PARTICIPANTES (miles)	2000	11,1
Barcelona	TRABAJADORES PARTICIPANTES (miles)	1999	11,3
Barcelona	TRABAJADORES PARTICIPANTES (miles)	1998	8,9
Barcelona	TRABAJADORES PARTICIPANTES (miles)	1997	42,0
Barcelona	TRABAJADORES PARTICIPANTES (miles)	1996	29,8
Barcelona	TRABAJADORES PARTICIPANTES (miles)	1995	33,5
Barcelona	TRABAJADORES PARTICIPANTES (miles)	1994	41,4
Barcelona	TRABAJADORES PARTICIPANTES (miles)	1993	58,3
Barcelona	TRABAJADORES PARTICIPANTES (miles)	1992	35,5
Barcelona	TRABAJADORES PARTICIPANTES (miles)	1991	137,4
Barcelona	JORNADAS NO TRABAJADAS (miles)	2001	121,0
Barcelona	JORNADAS NO TRABAJADAS (miles)	2000	25,8
Barcelona	JORNADAS NO TRABAJADAS (miles)	1999	21,3
Barcelona	JORNADAS NO TRABAJADAS (miles)	1998	37,0
Barcelona	JORNADAS NO TRABAJADAS (miles)	1997	107,3
Barcelona	JORNADAS NO TRABAJADAS (miles)	1996	130,7
Barcelona	JORNADAS NO TRABAJADAS (miles)	1995	95,2
Barcelona	JORNADAS NO TRABAJADAS (miles)	1994	159,9
Barcelona	JORNADAS NO TRABAJADAS (miles)	1993	137,7
Barcelona	JORNADAS NO TRABAJADAS (miles)	1992	121,5
Barcelona	JORNADAS NO TRABAJADAS (miles)	1991	200,7
Girona	HUELGAS DESARROLLADAS	2001	3,0
Girona	HUELGAS DESARROLLADAS	2000	3,0
Girona	HUELGAS DESARROLLADAS	1999	3,0
Girona	HUELGAS DESARROLLADAS	1998	2,0
Girona	HUELGAS DESARROLLADAS	1997	..
Girona	HUELGAS DESARROLLADAS	1996	6,0
Girona	HUELGAS DESARROLLADAS	1995	4,0
Girona	HUELGAS DESARROLLADAS	1994	7,0
Girona	HUELGAS DESARROLLADAS	1993	12,0
Girona	HUELGAS DESARROLLADAS	1992	9,0
Girona	HUELGAS DESARROLLADAS	1991	8,0
Girona	CENTROS DE TRABAJO CONVOCADOS	2001	4,0
Girona	CENTROS DE TRABAJO CONVOCADOS	2000	3,0
Girona	CENTROS DE TRABAJO CONVOCADOS	1999	3,0
