Tipo de jornada	Comunidades y Ciudades Autonómas	Decil	Periodo	Total
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	3	2017	1.081,4
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	3	2016	1.091,97
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	3	2015	1.091,21
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	3	2014	1.063,9
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	3	2013	1.065,16
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	3	2012	1.137,55
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	3	2011	1.116,16
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	3	2010	1.140,27
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	3	2009	1.126,52
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	3	2008	1.117,24
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	3	2007	996,75
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	3	2006	989,6
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	4	2022	1.518,9
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	4	2021	1.473,28
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	4	2020	1.415,53
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	4	2019	1.422,09
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	4	2018	1.350,68
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	4	2017	1.328,43
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	4	2016	1.338,53
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	4	2015	1.314,19
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	4	2014	1.321,15
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	4	2013	1.302,44
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	4	2012	1.335,86
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	4	2011	1.243,52
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	4	2010	1.336,2
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	4	2009	1.287,65
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	4	2008	1.270,5
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	4	2007	1.203,3
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	4	2006	1.120,26
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	5	2022	1.718,09
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	5	2021	1.653,8
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	5	2020	1.571,4
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	5	2019	1.569,84
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	5	2018	1.544,53
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	5	2017	1.489,28
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	5	2016	1.511,88
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	5	2015	1.497,92
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	5	2014	1.477,77
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	5	2013	1.531,6
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	5	2012	1.492,06
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	5	2011	1.499,6
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	5	2010	1.402,2
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	5	2009	1.455
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	5	2008	1.404,04
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	5	2007	1.301,59
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	5	2006	1.279,5
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	6	2022	1.902,84
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	6	2021	1.870,03
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	6	2020	1.836,32
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	6	2019	1.756,88
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	6	2018	1.749,91
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	6	2017	1.615,86
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	6	2016	1.706,83
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	6	2015	1.659,48
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	6	2014	1.648,49
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	6	2013	1.761,08
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	6	2012	1.740,03
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	6	2011	1.727,65
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	6	2010	1.690,01
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	6	2009	1.547,25
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	6	2008	1.569,85
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	6	2007	1.469,55
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	6	2006	1.457,81
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	7	2022	2.269,38
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	7	2021	2.093,85
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	7	2020	2.104,17
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	7	2019	2.104,52
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	7	2018	2.056,53
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	7	2017	1.956,91
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	7	2016	1.966,55
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	7	2015	1.925,83
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	7	2014	2.016,18
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	7	2013	1.880,22
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	7	2012	1.941,78
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	7	2011	1.831,84
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	7	2010	1.893,92
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	7	2009	1.787,88
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	7	2008	1.907,05
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	7	2007	1.695,73
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	7	2006	1.612,93
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	8	2022	2.433,28
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	8	2021	2.570,63
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	8	2020	2.496,06
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	8	2019	2.414,68
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	8	2018	2.455,18
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	8	2017	2.285,42
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	8	2016	2.421,63
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	8	2015	..
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	8	2014	2.294
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	8	2013	2.182,84
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	8	2012	2.144,83
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	8	2011	2.184,61
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	8	2010	..
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	8	2009	2.041,61
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	8	2008	1.945,46
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	8	2007	1.924
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	8	2006	2.024,63
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	9	2022	3.293,39
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	9	2021	..
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	9	2020	..
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	9	2019	2.731,47
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	9	2018	2.743,19
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	9	2017	..
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	9	2016	2.953,26
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	9	2015	2.674,75
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	9	2014	..
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	9	2013	2.770,11
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	9	2012	..
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	9	2011	..
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	9	2010	2.864,56
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	9	2009	..
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	9	2008	..
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	9	2007	..
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	9	2006	2.413,37
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	10	2022	..
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	10	2021	..
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	10	2020	..
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	10	2019	..
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	10	2018	..
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	10	2017	..
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	10	2016	..
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	10	2015	..
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	10	2014	..
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	10	2013	..
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	10	2012	..
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	10	2011	..
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	10	2010	..
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	10	2009	..
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	10	2008	..
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	10	2007	..
Jornada a tiempo parcial	15 Navarra, Comunidad Foral de	10	2006	..
Jornada a tiempo parcial	16 País Vasco	Total decil	2022	1.063,31
Jornada a tiempo parcial	16 País Vasco	Total decil	2021	995,11
Jornada a tiempo parcial	16 País Vasco	Total decil	2020	887,96
Jornada a tiempo parcial	16 País Vasco	Total decil	2019	942,81
Jornada a tiempo parcial	16 País Vasco	Total decil	2018	872
Jornada a tiempo parcial	16 País Vasco	Total decil	2017	884,13
Jornada a tiempo parcial	16 País Vasco	Total decil	2016	857,75
Jornada a tiempo parcial	16 País Vasco	Total decil	2015	866,7
Jornada a tiempo parcial	16 País Vasco	Total decil	2014	785,57
Jornada a tiempo parcial	16 País Vasco	Total decil	2013	832,32
Jornada a tiempo parcial	16 País Vasco	Total decil	2012	816,57
Jornada a tiempo parcial	16 País Vasco	Total decil	2011	800,5
Jornada a tiempo parcial	16 País Vasco	Total decil	2010	822,65
Jornada a tiempo parcial	16 País Vasco	Total decil	2009	779,93
Jornada a tiempo parcial	16 País Vasco	Total decil	2008	783,29
Jornada a tiempo parcial	16 País Vasco	Total decil	2007	708,24
Jornada a tiempo parcial	16 País Vasco	Total decil	2006	715,4
Jornada a tiempo parcial	16 País Vasco	1	2022	596,56
Jornada a tiempo parcial	16 País Vasco	1	2021	518,42
Jornada a tiempo parcial	16 País Vasco	1	2020	487,78
Jornada a tiempo parcial	16 País Vasco	1	2019	496,04
Jornada a tiempo parcial	16 País Vasco	1	2018	445,04
Jornada a tiempo parcial	16 País Vasco	1	2017	419,47
Jornada a tiempo parcial	16 País Vasco	1	2016	440,68
Jornada a tiempo parcial	16 País Vasco	1	2015	445,98
Jornada a tiempo parcial	16 País Vasco	1	2014	398,47
Jornada a tiempo parcial	16 País Vasco	1	2013	370,41
Jornada a tiempo parcial	16 País Vasco	1	2012	461,38
Jornada a tiempo parcial	16 País Vasco	1	2011	432,49
Jornada a tiempo parcial	16 País Vasco	1	2010	474,74
Jornada a tiempo parcial	16 País Vasco	1	2009	453,14
Jornada a tiempo parcial	16 País Vasco	1	2008	461,45
Jornada a tiempo parcial	16 País Vasco	1	2007	489,51
Jornada a tiempo parcial	16 País Vasco	1	2006	458,51
Jornada a tiempo parcial	16 País Vasco	2	2022	1.080,23
Jornada a tiempo parcial	16 País Vasco	2	2021	1.010
Jornada a tiempo parcial	16 País Vasco	2	2020	984,87
Jornada a tiempo parcial	16 País Vasco	2	2019	951,71
Jornada a tiempo parcial	16 País Vasco	2	2018	890,27
Jornada a tiempo parcial	16 País Vasco	2	2017	852,6
Jornada a tiempo parcial	16 País Vasco	2	2016	836,62
Jornada a tiempo parcial	16 País Vasco	2	2015	816,53
Jornada a tiempo parcial	16 País Vasco	2	2014	806,52
Jornada a tiempo parcial	16 País Vasco	2	2013	833,32
Jornada a tiempo parcial	16 País Vasco	2	2012	808,84
Jornada a tiempo parcial	16 País Vasco	2	2011	843,35
Jornada a tiempo parcial	16 País Vasco	2	2010	857,02
Jornada a tiempo parcial	16 País Vasco	2	2009	854,39
Jornada a tiempo parcial	16 País Vasco	2	2008	859,45
Jornada a tiempo parcial	16 País Vasco	2	2007	816,22
Jornada a tiempo parcial	16 País Vasco	2	2006	778,48
Jornada a tiempo parcial	16 País Vasco	3	2022	1.362,49
Jornada a tiempo parcial	16 País Vasco	3	2021	1.267,02
Jornada a tiempo parcial	16 País Vasco	3	2020	1.240,98
Jornada a tiempo parcial	16 País Vasco	3	2019	1.211,57
Jornada a tiempo parcial	16 País Vasco	3	2018	1.126,86
Jornada a tiempo parcial	16 País Vasco	3	2017	1.132,58
Jornada a tiempo parcial	16 País Vasco	3	2016	1.104,44
Jornada a tiempo parcial	16 País Vasco	3	2015	1.076,36
Jornada a tiempo parcial	16 País Vasco	3	2014	1.091,88
Jornada a tiempo parcial	16 País Vasco	3	2013	1.075,77
Jornada a tiempo parcial	16 País Vasco	3	2012	1.127,54
Jornada a tiempo parcial	16 País Vasco	3	2011	1.118,23
Jornada a tiempo parcial	16 País Vasco	3	2010	1.134,6
Jornada a tiempo parcial	16 País Vasco	3	2009	1.140,95
Jornada a tiempo parcial	16 País Vasco	3	2008	1.131,7
Jornada a tiempo parcial	16 País Vasco	3	2007	1.023,98
Jornada a tiempo parcial	16 País Vasco	3	2006	993,73
Jornada a tiempo parcial	16 País Vasco	4	2022	1.532,77
Jornada a tiempo parcial	16 País Vasco	4	2021	1.443,99
Jornada a tiempo parcial	16 País Vasco	4	2020	1.427,2
Jornada a tiempo parcial	16 País Vasco	4	2019	1.403,74
Jornada a tiempo parcial	16 País Vasco	4	2018	1.355,6
Jornada a tiempo parcial	16 País Vasco	4	2017	1.328,54
Jornada a tiempo parcial	16 País Vasco	4	2016	1.337,36
Jornada a tiempo parcial	16 País Vasco	4	2015	1.304,54
Jornada a tiempo parcial	16 País Vasco	4	2014	1.320,89
Jornada a tiempo parcial	16 País Vasco	4	2013	1.300,61
Jornada a tiempo parcial	16 País Vasco	4	2012	1.307,7
Jornada a tiempo parcial	16 País Vasco	4	2011	1.278,97
Jornada a tiempo parcial	16 País Vasco	4	2010	1.293,12
Jornada a tiempo parcial	16 País Vasco	4	2009	1.300,64
Jornada a tiempo parcial	16 País Vasco	4	2008	1.262,42
Jornada a tiempo parcial	16 País Vasco	4	2007	1.205
Jornada a tiempo parcial	16 País Vasco	4	2006	1.151,75
Jornada a tiempo parcial	16 País Vasco	5	2022	1.742,56
Jornada a tiempo parcial	16 País Vasco	5	2021	1.642,8
Jornada a tiempo parcial	16 País Vasco	5	2020	1.623,89
Jornada a tiempo parcial	16 País Vasco	5	2019	1.596,2
Jornada a tiempo parcial	16 País Vasco	5	2018	1.581,4
Jornada a tiempo parcial	16 País Vasco	5	2017	1.497,41
Jornada a tiempo parcial	16 País Vasco	5	2016	1.530,41
Jornada a tiempo parcial	16 País Vasco	5	2015	1.512,08
Jornada a tiempo parcial	16 País Vasco	5	2014	1.479,13
Jornada a tiempo parcial	16 País Vasco	5	2013	1.527,78
Jornada a tiempo parcial	16 País Vasco	5	2012	1.499,32
Jornada a tiempo parcial	16 País Vasco	5	2011	1.499,72
Jornada a tiempo parcial	16 País Vasco	5	2010	1.487,13
Jornada a tiempo parcial	16 País Vasco	5	2009	1.445,33
Jornada a tiempo parcial	16 País Vasco	5	2008	1.439,45
Jornada a tiempo parcial	16 País Vasco	5	2007	1.308,74
Jornada a tiempo parcial	16 País Vasco	5	2006	..
Jornada a tiempo parcial	16 País Vasco	6	2022	1.919,78
Jornada a tiempo parcial	16 País Vasco	6	2021	1.866,36
Jornada a tiempo parcial	16 País Vasco	6	2020	1.861,56
Jornada a tiempo parcial	16 País Vasco	6	2019	1.789,74
Jornada a tiempo parcial	16 País Vasco	6	2018	1.772,03
Jornada a tiempo parcial	16 País Vasco	6	2017	1.659,82
Jornada a tiempo parcial	16 País Vasco	6	2016	1.668,04
Jornada a tiempo parcial	16 País Vasco	6	2015	1.679,87
Jornada a tiempo parcial	16 País Vasco	6	2014	1.665,46
Jornada a tiempo parcial	16 País Vasco	6	2013	1.720,26
Jornada a tiempo parcial	16 País Vasco	6	2012	1.752
Jornada a tiempo parcial	16 País Vasco	6	2011	1.651,81
Jornada a tiempo parcial	16 País Vasco	6	2010	1.690,91
Jornada a tiempo parcial	16 País Vasco	6	2009	1.672,99
Jornada a tiempo parcial	16 País Vasco	6	2008	1.601,13
Jornada a tiempo parcial	16 País Vasco	6	2007	1.487,51
Jornada a tiempo parcial	16 País Vasco	6	2006	1.433,98
Jornada a tiempo parcial	16 País Vasco	7	2022	2.232,69
Jornada a tiempo parcial	16 País Vasco	7	2021	2.160,52
Jornada a tiempo parcial	16 País Vasco	7	2020	2.021,93
Jornada a tiempo parcial	16 País Vasco	7	2019	1.988,64
Jornada a tiempo parcial	16 País Vasco	7	2018	1.978,19
Jornada a tiempo parcial	16 País Vasco	7	2017	2.026,75
Jornada a tiempo parcial	16 País Vasco	7	2016	1.917,76
Jornada a tiempo parcial	16 País Vasco	7	2015	1.885,55
Jornada a tiempo parcial	16 País Vasco	7	2014	1.984,45
Jornada a tiempo parcial	16 País Vasco	7	2013	1.959,45
Jornada a tiempo parcial	16 País Vasco	7	2012	1.918,93
Jornada a tiempo parcial	16 País Vasco	7	2011	1.902,28
Jornada a tiempo parcial	16 País Vasco	7	2010	1.910,1
Jornada a tiempo parcial	16 País Vasco	7	2009	1.820,67
Jornada a tiempo parcial	16 País Vasco	7	2008	1.811,03
Jornada a tiempo parcial	16 País Vasco	7	2007	1.626,3
Jornada a tiempo parcial	16 País Vasco	7	2006	1.664,18
Jornada a tiempo parcial	16 País Vasco	8	2022	2.573,63
Jornada a tiempo parcial	16 País Vasco	8	2021	2.593,88
Jornada a tiempo parcial	16 País Vasco	8	2020	2.544,37
Jornada a tiempo parcial	16 País Vasco	8	2019	2.409,42
Jornada a tiempo parcial	16 País Vasco	8	2018	2.522,59
Jornada a tiempo parcial	16 País Vasco	8	2017	2.300,11
Jornada a tiempo parcial	16 País Vasco	8	2016	2.371,08
Jornada a tiempo parcial	16 País Vasco	8	2015	2.262,6
Jornada a tiempo parcial	16 País Vasco	8	2014	2.357,67
Jornada a tiempo parcial	16 País Vasco	8	2013	2.316,08
Jornada a tiempo parcial	16 País Vasco	8	2012	2.221,26
Jornada a tiempo parcial	16 País Vasco	8	2011	2.227,19
Jornada a tiempo parcial	16 País Vasco	8	2010	2.211,74
Jornada a tiempo parcial	16 País Vasco	8	2009	2.283,87
Jornada a tiempo parcial	16 País Vasco	8	2008	2.154,29
Jornada a tiempo parcial	16 País Vasco	8	2007	2.077,19
Jornada a tiempo parcial	16 País Vasco	8	2006	1.891,29
Jornada a tiempo parcial	16 País Vasco	9	2022	3.114,12
Jornada a tiempo parcial	16 País Vasco	9	2021	2.866,08
Jornada a tiempo parcial	16 País Vasco	9	2020	3.116,37
Jornada a tiempo parcial	16 País Vasco	9	2019	2.860,36
Jornada a tiempo parcial	16 País Vasco	9	2018	2.752,65
Jornada a tiempo parcial	16 País Vasco	9	2017	2.846,13
Jornada a tiempo parcial	16 País Vasco	9	2016	2.806,51
Jornada a tiempo parcial	16 País Vasco	9	2015	2.702,51
Jornada a tiempo parcial	16 País Vasco	9	2014	2.799,08
Jornada a tiempo parcial	16 País Vasco	9	2013	2.705,98
Jornada a tiempo parcial	16 País Vasco	9	2012	2.656,05
Jornada a tiempo parcial	16 País Vasco	9	2011	2.536,13
Jornada a tiempo parcial	16 País Vasco	9	2010	2.730,46
Jornada a tiempo parcial	16 País Vasco	9	2009	..
Jornada a tiempo parcial	16 País Vasco	9	2008	3.002,51
Jornada a tiempo parcial	16 País Vasco	9	2007	2.602,47
Jornada a tiempo parcial	16 País Vasco	9	2006	2.454,58
Jornada a tiempo parcial	16 País Vasco	10	2022	..
Jornada a tiempo parcial	16 País Vasco	10	2021	..
Jornada a tiempo parcial	16 País Vasco	10	2020	..
Jornada a tiempo parcial	16 País Vasco	10	2019	..
Jornada a tiempo parcial	16 País Vasco	10	2018	..
Jornada a tiempo parcial	16 País Vasco	10	2017	..
Jornada a tiempo parcial	16 País Vasco	10	2016	..
Jornada a tiempo parcial	16 País Vasco	10	2015	..
Jornada a tiempo parcial	16 País Vasco	10	2014	..
Jornada a tiempo parcial	16 País Vasco	10	2013	..
Jornada a tiempo parcial	16 País Vasco	10	2012	..
Jornada a tiempo parcial	16 País Vasco	10	2011	..
Jornada a tiempo parcial	16 País Vasco	10	2010	..
Jornada a tiempo parcial	16 País Vasco	10	2009	..
Jornada a tiempo parcial	16 País Vasco	10	2008	..
Jornada a tiempo parcial	16 País Vasco	10	2007	..
Jornada a tiempo parcial	16 País Vasco	10	2006	..
Jornada a tiempo parcial	17 Rioja, La	Total decil	2022	1.039,52
Jornada a tiempo parcial	17 Rioja, La	Total decil	2021	855,44
Jornada a tiempo parcial	17 Rioja, La	Total decil	2020	902,75
Jornada a tiempo parcial	17 Rioja, La	Total decil	2019	846,66
Jornada a tiempo parcial	17 Rioja, La	Total decil	2018	748,78
Jornada a tiempo parcial	17 Rioja, La	Total decil	2017	818,37
Jornada a tiempo parcial	17 Rioja, La	Total decil	2016	899,31
Jornada a tiempo parcial	17 Rioja, La	Total decil	2015	741,51
Jornada a tiempo parcial	17 Rioja, La	Total decil	2014	754,25
Jornada a tiempo parcial	17 Rioja, La	Total decil	2013	738,17
Jornada a tiempo parcial	17 Rioja, La	Total decil	2012	755,93
Jornada a tiempo parcial	17 Rioja, La	Total decil	2011	724,39
Jornada a tiempo parcial	17 Rioja, La	Total decil	2010	710,62
Jornada a tiempo parcial	17 Rioja, La	Total decil	2009	826,65
Jornada a tiempo parcial	17 Rioja, La	Total decil	2008	741,68
Jornada a tiempo parcial	17 Rioja, La	Total decil	2007	756,98
Jornada a tiempo parcial	17 Rioja, La	Total decil	2006	618,72
Jornada a tiempo parcial	17 Rioja, La	1	2022	665,27
Jornada a tiempo parcial	17 Rioja, La	1	2021	570
Jornada a tiempo parcial	17 Rioja, La	1	2020	526,18
Jornada a tiempo parcial	17 Rioja, La	1	2019	519,9
Jornada a tiempo parcial	17 Rioja, La	1	2018	419,41
Jornada a tiempo parcial	17 Rioja, La	1	2017	493,31
Jornada a tiempo parcial	17 Rioja, La	1	2016	481,38
Jornada a tiempo parcial	17 Rioja, La	1	2015	497,7
Jornada a tiempo parcial	17 Rioja, La	1	2014	435,46
Jornada a tiempo parcial	17 Rioja, La	1	2013	404,62
Jornada a tiempo parcial	17 Rioja, La	1	2012	416,72
Jornada a tiempo parcial	17 Rioja, La	1	2011	476,73
Jornada a tiempo parcial	17 Rioja, La	1	2010	516,3
Jornada a tiempo parcial	17 Rioja, La	1	2009	517,16
Jornada a tiempo parcial	17 Rioja, La	1	2008	451,06
Jornada a tiempo parcial	17 Rioja, La	1	2007	502,01
Jornada a tiempo parcial	17 Rioja, La	1	2006	446,17
Jornada a tiempo parcial	17 Rioja, La	2	2022	1.078,32
Jornada a tiempo parcial	17 Rioja, La	2	2021	979,64
Jornada a tiempo parcial	17 Rioja, La	2	2020	948,99
Jornada a tiempo parcial	17 Rioja, La	2	2019	921,88
Jornada a tiempo parcial	17 Rioja, La	2	2018	879,79
Jornada a tiempo parcial	17 Rioja, La	2	2017	838,58
Jornada a tiempo parcial	17 Rioja, La	2	2016	815,63
Jornada a tiempo parcial	17 Rioja, La	2	2015	806
Jornada a tiempo parcial	17 Rioja, La	2	2014	812,51
Jornada a tiempo parcial	17 Rioja, La	2	2013	774,54
Jornada a tiempo parcial	17 Rioja, La	2	2012	794,26
Jornada a tiempo parcial	17 Rioja, La	2	2011	813,85
Jornada a tiempo parcial	17 Rioja, La	2	2010	853,07
Jornada a tiempo parcial	17 Rioja, La	2	2009	837,71
Jornada a tiempo parcial	17 Rioja, La	2	2008	884,89
Jornada a tiempo parcial	17 Rioja, La	2	2007	799,83
Jornada a tiempo parcial	17 Rioja, La	2	2006	813,71
Jornada a tiempo parcial	17 Rioja, La	3	2022	1.294,64
Jornada a tiempo parcial	17 Rioja, La	3	2021	1.226,36
Jornada a tiempo parcial	17 Rioja, La	3	2020	1.191,46
Jornada a tiempo parcial	17 Rioja, La	3	2019	1.228,05
Jornada a tiempo parcial	17 Rioja, La	3	2018	1.130,13
Jornada a tiempo parcial	17 Rioja, La	3	2017	1.073,62
Jornada a tiempo parcial	17 Rioja, La	3	2016	1.090,45
Jornada a tiempo parcial	17 Rioja, La	3	2015	1.106,66
Jornada a tiempo parcial	17 Rioja, La	3	2014	1.027,9
Jornada a tiempo parcial	17 Rioja, La	3	2013	1.046,79
Jornada a tiempo parcial	17 Rioja, La	3	2012	1.081,91
Jornada a tiempo parcial	17 Rioja, La	3	2011	1.096,66
Jornada a tiempo parcial	17 Rioja, La	3	2010	1.099,62
Jornada a tiempo parcial	17 Rioja, La	3	2009	1.146,33
Jornada a tiempo parcial	17 Rioja, La	3	2008	1.170,97
Jornada a tiempo parcial	17 Rioja, La	3	2007	1.045,62
Jornada a tiempo parcial	17 Rioja, La	3	2006	..
Jornada a tiempo parcial	17 Rioja, La	4	2022	1.504,86
Jornada a tiempo parcial	17 Rioja, La	4	2021	1.399,75
Jornada a tiempo parcial	17 Rioja, La	4	2020	1.404,3
Jornada a tiempo parcial	17 Rioja, La	4	2019	1.449,52
Jornada a tiempo parcial	17 Rioja, La	4	2018	1.356,93
Jornada a tiempo parcial	17 Rioja, La	4	2017	1.288,88
Jornada a tiempo parcial	17 Rioja, La	4	2016	1.292,88
Jornada a tiempo parcial	17 Rioja, La	4	2015	1.300,1
Jornada a tiempo parcial	17 Rioja, La	4	2014	1.342,55
Jornada a tiempo parcial	17 Rioja, La	4	2013	1.319,15
Jornada a tiempo parcial	17 Rioja, La	4	2012	1.308,51
Jornada a tiempo parcial	17 Rioja, La	4	2011	1.307,64
Jornada a tiempo parcial	17 Rioja, La	4	2010	1.298,54
Jornada a tiempo parcial	17 Rioja, La	4	2009	1.298,03
Jornada a tiempo parcial	17 Rioja, La	4	2008	1.267,22
Jornada a tiempo parcial	17 Rioja, La	4	2007	1.212,11
Jornada a tiempo parcial	17 Rioja, La	4	2006	1.124,4
Jornada a tiempo parcial	17 Rioja, La	5	2022	1.737,73
Jornada a tiempo parcial	17 Rioja, La	5	2021	1.693,51
Jornada a tiempo parcial	17 Rioja, La	5	2020	1.569,79
